6,7,16,20,24,28,30
0.3822000000000001,0.371,0.4774000000000001,0.4298,0.6076000000000001,0.3402,0.4298
0.28,0.5200000000000001,0.48,0.444,0.446,0.518,0.7140000000000001
0.4730000000000001,0.448,0.486,0.379,0.5020000000000001,0.354,0.362
0.63,0.6125,0.53,0.4875,0.6675,0.2525,0.5775
0.3874999999999999,0.45,0.2625,0.4275,0.48,0.4225,0.5025000000000001
0.56,0.384,0.482,0.532,0.6819999999999999,0.402,0.688
0.3795,0.7293000000000001,0.6435000000000001,0.3003,0.5709000000000001,0.4653,0.5874
0.3954,0.5141999999999999,0.5274,0.3719999999999999,0.5388,0.3882,0.4632
0.4774,0.5782,0.4004,0.427,0.5376000000000001,0.3262,0.4619999999999999
0.3779999999999999,0.5467000000000001,0.5096,0.4200000000000001,0.5551,0.4669,0.5285000000000001
0.3768,0.476,0.4503999999999999,0.3712,0.4543999999999999,0.4336,0.4288
0.3225,0.7175,0.78,0.305,0.495,0.5325,0.445
0.5491,0.6426000000000001,0.5015000000000001,0.425,0.5491,0.323,0.5151000000000001
0.03,0.59,0.96,0.1,0.07,0.81,0.12
0.2282,0.5025999999999999,0.6076000000000001,0.2968,0.4368,0.3206,0.3402
0.4136000000000001,0.6024,0.5424,0.3448,0.4600000000000001,0.46,0.4632
0.4872999999999999,0.4807,0.5313,0.3949,0.5126,0.4465999999999999,0.4795999999999999
0.4248,0.5136,0.5184,0.3749999999999999,0.5172,0.4032,0.4506
0.4296,0.5333999999999999,0.4949999999999999,0.3563999999999999,0.5087999999999999,0.426,0.4572
0.427,0.5740000000000001,0.4907000000000001,0.3430000000000001,0.5474,0.4655,0.4949
0.375,0.4725,0.5775,0.2375,0.62,0.395,0.2199999999999999
0.3879,0.5156999999999999,0.5418,0.4031999999999999,0.5579999999999999,0.3977999999999999,0.5166
0.4508,0.5677000000000001,0.4823,0.3395,0.5187,0.4900000000000001,0.5103000000000001
0.4296,0.5333999999999999,0.4949999999999999,0.3563999999999999,0.5087999999999999,0.426,0.4572
0.505,0.7849999999999999,0.89,0.395,0.615,0.39,0.4549999999999999
0.3950000000000001,0.605,0.5920000000000001,0.2790000000000001,0.531,0.445,0.516
